timestamp,ref,pkg,name,ns_op,bytes_op,allocs_op
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkHandler_Upload-10,491210,33607,11
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkHandler_Download-10,111197,33409,8
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkHandler_Download-10,112946,33411,8
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkHandler_Download-10,110723,33429,8
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkHandler_Download-10,111687,33419,8
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkHandler_Download-10,110945,33404,8
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkHandler_Download-10,112072,33415,8
20260901T151210Z,nogit,./...,BenchmarkChunkReader_Read-10,28895,36289.45,832
20260901T151210Z,nogit,./...,BenchmarkChunkReader_Read-10,25818,40614.40,832
20260901T151210Z,nogit,./...,BenchmarkChunkReader_Read-10,25990,40345.42,832
20260901T151210Z,nogit,./...,BenchmarkChunkReader_Read-10,29785,35204.75,832
20260901T151210Z,nogit,./...,BenchmarkChunkReader_Read-10,25709,40786.58,832
20260901T151210Z,nogit,./...,BenchmarkChunkReader_Read-10,29983,34972.04,832
20260901T151210Z,nogit,./...,BenchmarkChunkWriter_Write-10,48.42,21655157.58,88
20260901T151210Z,nogit,./...,BenchmarkChunkWriter_Write-10,48.11,21796577.49,88
20260901T151210Z,nogit,./...,BenchmarkChunkWriter_Write-10,48.27,21722516.42,88
20260901T151210Z,nogit,./...,BenchmarkChunkWriter_Write-10,48.09,21804847.78,88
20260901T151210Z,nogit,./...,BenchmarkChunkWriter_Write-10,47.98,21854889.09,88
20260901T151210Z,nogit,./...,BenchmarkChunkWriter_Write-10,48.13,21785688.08,88
20260901T151210Z,nogit,./...,BenchmarkHandler_Upload_InProcess-10,530529,33629,11
20260901T151210Z,nogit,./...,BenchmarkHandler_Upload_InProcess-10,503602,33671,11
20260901T151210Z,nogit,./...,BenchmarkHandler_Upload_InProcess-10,506425,33602,11
20260901T151210Z,nogit,./...,BenchmarkHandler_Upload_InProcess-10,430743,33659,11
20260901T151210Z,nogit,./...,BenchmarkHandler_Upload_InProcess-10,456744,33630,11
20260901T151210Z,nogit,./...,BenchmarkHandler_Upload_InProcess-10,470958,33618,11
20260901T151210Z,nogit,./...,BenchmarkHandler_Download_InProcess-10,111429,33379,8
20260901T151210Z,nogit,./...,BenchmarkHandler_Download_InProcess-10,112279,33436,8
20260901T151210Z,nogit,./...,BenchmarkHandler_Download_InProcess-10,111956,33392,8
20260901T151210Z,nogit,./...,BenchmarkHandler_Download_InProcess-10,112123,33399,8
20260901T151210Z,nogit,./...,BenchmarkHandler_Download_InProcess-10,112574,33390,8
20260901T151210Z,nogit,./...,BenchmarkHandler_Download_InProcess-10,112458,33406,8
